domain,users_count,projects_count,what_users_do,top_themes
proxy.soax.com,2,2,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
resi-us.lightningproxies.net,2,2,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
hero-sms.com.ae,2,2,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
mobile.sigmaproxies.com,2,2,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
pixabay.com,2,2,"Навигация по сайтам, Прокси/профили/эмуляция, Логика/ретраи",Регистрация/аккаунты
graph.microsoft.com,2,2,"Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация","Соцсети, Регистрация/аккаунты"
chekfast.zennolab.com,2,2,"Формы/клики/DOM, Навигация по сайтам, Парсинг/валидация","Лидогенерация/арбитраж, Соцсети"
tezfiles.com,2,2,"Формы/клики/DOM, Парсинг/валидация, Логика/ретраи",Регистрация/аккаунты
feebbo.uinterbox.com,1,246,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
speedinet.bitrix24.ru,1,160,"Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets","Соцсети, Лидогенерация/арбитраж"
potok2.tattelecom.ru,1,135,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
webagent.tattelecom.ru,1,135,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
sitehub2.zmseo.top,1,125,"Формы/клики/DOM, Таблицы/Google Sheets, Логика/ретраи",Лидогенерация/арбитраж
app.opinion.trade,1,124,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
predict.fun,1,124,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
api.anthropic.com,1,122,"Формы/клики/DOM, Логика/ретраи, Таблицы/Google Sheets",Лидогенерация/арбитраж
potok.tattelecom.ru,1,118,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
probable.markets,1,108,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
app.octobrowser.net,1,91,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets","Google Sheets/отчетность, Лидогенерация/арбитраж"
ads.google.com,1,91,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets","Google Sheets/отчетность, Лидогенерация/арбитраж"
payments.google.com,1,91,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets","Google Sheets/отчетность, Лидогенерация/арбитраж"
cookpvp.ru,1,79,HTTP/API запросы,Регистрация/аккаунты
airbnb.com,1,77,"Навигация по сайтам, Формы/клики/DOM, Логика/ретраи","Лидогенерация/арбитраж, Регистрация/аккаунты"
dns.comss.one,1,71,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
188.226.82.186,1,70,"Формы/клики/DOM, Парсинг/валидация, Логика/ретраи",Регистрация/аккаунты
textverified.com,1,69,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы","Google Sheets/отчетность, Лидогенерация/арбитраж"
d0a7e.airbnb.com,1,65,"Навигация по сайтам, Формы/клики/DOM, Логика/ретраи",Лидогенерация/арбитраж
moakt.com,1,65,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
wittyswine.com,1,63,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
opinflow.xyz,1,60,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
chat-fr.org,1,59,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
americaaddress.com,1,58,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
cp.beget.com,1,55,"Навигация по сайтам, Формы/клики/DOM, Логика/ретраи",Регистрация/аккаунты
marketplace.emag.ro,1,51,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
api.supadata.ai,1,51,HTTP/API запросы,Регистрация/аккаунты
atbmarket.com,1,50,"Навигация по сайтам, Парсинг/валидация, Таблицы/Google Sheets",Регистрация/аккаунты
mynudetits.online,1,47,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
46.161.4.165,1,46,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",E-commerce/маркетплейсы
fp.ruproxy.top,1,46,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",E-commerce/маркетплейсы
yandex.com.tr,1,46,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",E-commerce/маркетплейсы
tls.peet.ws,1,46,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",E-commerce/маркетплейсы
135.181.178.31,1,46,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Регистрация/аккаунты
