error_category,events_count,users_count,example_message
Подпроект yandex_search_get_content. Выполнение действия HtmlElement id: <id> группы действий id: <id> подпроект path: C:\Users\Администрато,2,1,Подпроект yandex_search_get_content. Выполнение действия HtmlElement id: c663beb0-d85d-41a0-b15a-a604b50e73b9 группы действий id: ff98e615-1f46-4b4b-aa70-b5abb91f71b5 подпроект path: C:\Users\Администратор\Documents\Zenn | Подпроект yandex_search_get_content. Выполнение действия HtmlElement id: 21de80fb-567f-4b2b-89ad-ce9f30ae333b группы действий id: 403f988e-4fa7-4f97-bcef-2a2026cfdcfa подпроект path: C:\Users\Администратор\Documents\Zenn
Выполнение действия Directory id: <id> группы действий id: <id> Данный формат пути не поддерживается. | System.NotSupportedException: Данный,2,1,Выполнение действия Directory id: 562400f2-143e-4ca8-ab86-7d576b4e7bd2 группы действий id: 69969f4d-4a38-496b-adeb-57516ea5852a Данный формат пути не поддерживается. | System.NotSupportedException: Данный формат пути не  | Выполнение действия Directory id: 562400f2-143e-4ca8-ab86-7d576b4e7bd2 группы действий id: 69969f4d-4a38-496b-adeb-57516ea5852a Данный формат пути не поддерживается. | System.NotSupportedException: Данный формат пути не 
Выполнение действия CSharp OwnCode: Заполнение аватарки. id: <id> группы действий id: <id> Поток находился в процессе прерывания. | System.T,2,1,Выполнение действия CSharp OwnCode: Заполнение аватарки. id: b94dc813-0488-42a4-a5ec-34a3aa6518e8 группы действий id: 7cfb4ad0-bdf8-44ff-b1cf-0c88261b7f3c Поток находился в процессе прерывания. | System.Threading.ThreadA | Выполнение действия CSharp OwnCode: Заполнение аватарки. id: b94dc813-0488-42a4-a5ec-34a3aa6518e8 группы действий id: 7cfb4ad0-bdf8-44ff-b1cf-0c88261b7f3c Поток находился в процессе прерывания. | System.Threading.ThreadA
Выполнение действия Touch HtmlElement id: <id> группы действий id: <id> Please use CEF (Chrome) or Chromium engine for Touch component! | Sy,2,1,Выполнение действия Touch HtmlElement id: 49be56b7-59e6-4740-8f5c-2bfa7349a611 группы действий id: 91949ccb-fbbc-4247-a0ce-08af8088d107 Please use CEF (Chrome) or Chromium engine for Touch component! | System.Exception:  | Выполнение действия Touch HtmlElement id: 07e288c6-2c7f-41b1-af9b-d42d1f3795dc группы действий id: 4f9515cb-f558-4e28-9b24-6e5ace65ca43 Please use CEF (Chrome) or Chromium engine for Touch component! | System.Exception: 
Выполнение действия Table id: <id> группы действий id: <id> Входная строка имела неверный формат. | System.FormatException: Входная строка и,2,1,Выполнение действия Table id: db98f9df-e973-4ea9-b353-ab541bc62a6b группы действий id: ab238287-21b7-493e-b491-846ba9f821cb Входная строка имела неверный формат. | System.FormatException: Входная строка имела неверный фо | Выполнение действия Table id: b80ba01a-1a41-47f9-95d3-b6001f2ac838 группы действий id: 58dd2e92-b578-4a05-b978-edbabce21fdb Входная строка имела неверный формат. | System.FormatException: Входная строка имела неверный фо
Выполнение действия VariableOperations id: <id> группы действий id: <id> Ошибка при работе с переменными,2,1,Выполнение действия VariableOperations id: d3d49eee-63ab-426a-ab5a-7f362175ad77 группы действий id: ee14c136-a8d8-4391-bf47-43c4d48360e1 Ошибка при работе с переменными | Выполнение действия VariableOperations id: a18f37ae-8b44-4c18-8fdd-c476fdfd68e8 группы действий id: fc179abf-8733-4436-b776-ab34bc449996 Ошибка при работе с переменными
Выполнение действия Создать профили ZennoBrowser id: <id> группы действий id: <id> ZennoBrowser не установлен | System.Exception: ZennoBrows,2,1,Выполнение действия Создать профили ZennoBrowser id: 9a549a7f-7e1f-4026-b022-baee5aef24ef группы действий id: a5ece48f-738b-4633-8a57-4a40da6c7d84 ZennoBrowser не установлен | System.Exception: ZennoBrowser не установлен | Выполнение действия Создать профили ZennoBrowser id: 9a549a7f-7e1f-4026-b022-baee5aef24ef группы действий id: a5ece48f-738b-4633-8a57-4a40da6c7d84 ZennoBrowser не установлен | System.Exception: ZennoBrowser не установлен
执行触摸操作id:<id>操作组id:<id> 使用搜索设置找不到HTML元素或选项卡,2,1,执行触摸操作id:0358db73-0ab8-4224-9bac-7800ae4eb2f6操作组id:0125bc91-0f8e-461d-9070-34c6ff09e20f 使用搜索设置找不到HTML元素或选项卡 | 执行触摸操作id:0358db73-0ab8-4224-9bac-7800ae4eb2f6操作组id:0125bc91-0f8e-461d-9070-34c6ff09e20f 使用搜索设置找不到HTML元素或选项卡
"执行解析Json/Xml动作 id: <id> 动作分组ID: <id> Unexpected character encountered while parsing value: ﻿. Path '', line 0, position 0. | System.Exceptio",2,1,"执行解析Json/Xml动作 id: c091bcc4-ee49-4d24-87be-8b8721870edf 动作分组ID: bccb6bb1-c24f-43a3-b358-44c32286ebf0 Unexpected character encountered while parsing value: ﻿. Path '', line 0, position 0. | System.Exception: Unexpected ch | 执行解析Json/Xml动作 id: c091bcc4-ee49-4d24-87be-8b8721870edf 动作分组ID: bccb6bb1-c24f-43a3-b358-44c32286ebf0 Unexpected character encountered while parsing value: ﻿. Path '', line 0, position 0. | System.Exception: Unexpected ch"
"Выполнение действия Parse Json/Xml id: <id> группы действий id: <id> Открывающий тег ""link"" в позиции 2 строки 21 не соответствует закрывающ",1,1,"Выполнение действия Parse Json/Xml id: e195c232-f1e1-4102-b73c-46242ad3a2e1 группы действий id: 5bf8bddb-4cdf-4624-8459-b8ea66ca67c1 Открывающий тег ""link"" в позиции 2 строки 21 не соответствует закрывающему тегу ""head""."
"Поиск текста на странице действия id: <id> группы действий id: <id> Не найден, Url: https://potok.tattelecom.ru/service/orders, Regex: Управ",1,1,"Поиск текста на странице действия id: e898b952-2d7d-40f2-a2a6-e486d59dca0d группы действий id: ab99d057-2aa7-4e86-b621-e568ffba5259 Не найден, Url: https://potok.tattelecom.ru/service/orders, Regex: Управление\\sзаявками"
"Выполнение действия Получить список профилей ZennoBrowser id: <id> группы действий id: <id> Status(StatusCode=""Cancelled"", Detail=""Call canc",1,1,"Выполнение действия Получить список профилей ZennoBrowser id: 035f7eec-167d-46e4-ab28-ed259e105578 группы действий id: 75a28123-fb5d-451a-a3c9-ff6c955b71f4 Status(StatusCode=""Cancelled"", Detail=""Call canceled by the clie"
Выполнение действия CSharp OwnCode: выбор страны + get phone. id: <id> группы действий id: <id> [Строка: <n>; Cтолбец: 4] Критическая ошибка,1,1,Выполнение действия CSharp OwnCode: выбор страны + get phone. id: 174eafec-096b-4a2e-a536-965efaa2e38b группы действий id: 010c57d5-a738-4eda-94e2-4fd3440f90a7 [Строка: 176; Cтолбец: 4] Критическая ошибка API: BAD_KEY | 
Выполнение действия CSharp OwnCode: Anymessage get. id: <id> группы действий id: <id> Поток находился в процессе прерывания. | System.Thread,1,1,Выполнение действия CSharp OwnCode: Anymessage get. id: cc0f90d8-0ce6-4e32-aa75-e021e7a89915 группы действий id: 5c612b95-0772-4901-b14d-88554cc31569 Поток находился в процессе прерывания. | System.Threading.ThreadAbortE
Выполнение действия CSharp OwnCode: Anymessage get. id: <id> группы действий id: <id> [Строка: 43; Cтолбец: 0] Время ожидания истекло. | Sys,1,1,Выполнение действия CSharp OwnCode: Anymessage get. id: cc0f90d8-0ce6-4e32-aa75-e021e7a89915 группы действий id: 5c612b95-0772-4901-b14d-88554cc31569 [Строка: 43; Cтолбец: 0] Время ожидания истекло. | System.Exception: В
"Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> [Строка: 25; Cтолбец: 4] Ошибка API: {""status"":""error"",""value"":""id""} |",1,1,"Выполнение действия CSharp OwnCode. id: 0b08040e-0bf4-43ad-be66-ae8d93dd8d43 группы действий id: 5c612b95-0772-4901-b14d-88554cc31569 [Строка: 25; Cтолбец: 4] Ошибка API: {""status"":""error"",""value"":""id""} | System.Exceptio"
Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> Thread was being aborted,1,1,Выполнение действия CSharp OwnCode. id: c46535be-b3f0-470f-9bb4-d033fc31d778 группы действий id: 63200f90-fb5e-47fc-95d2-6368b8e0a198 Thread was being aborted.
Testing file C:\Users\tuhe\Dropbox\trustluna\ai pobieranie\outchat\7 existence action id: <id> action group id: <id> Result: file doesn't ex,1,1,Testing file C:\Users\tuhe\Dropbox\trustluna\ai pobieranie\outchat\7 existence action id: 441e22f4-3a34-493a-8cc3-88ccd9bd86e9 action group id: 9ad47999-39eb-4a46-9226-f0ee1f56506e Result: file doesn't exist
Running the WebBrowserSettings action id: <id> action group id: <id> Input string was not in a correct format. | System.FormatException: Inp,1,1,Running the WebBrowserSettings action id: 64a8b877-0c4d-4d77-83cb-a05293356a64 action group id: ec73b759-b4c0-4b87-9dba-e1f1caf6fa4c Input string was not in a correct format. | System.FormatException: Input string was no
Running the WebBrowserSettings action id: <id> action group id: <id> Value was either too large or too small for an Int32. | System.Overflow,1,1,Running the WebBrowserSettings action id: 64a8b877-0c4d-4d77-83cb-a05293356a64 action group id: ec73b759-b4c0-4b87-9dba-e1f1caf6fa4c Value was either too large or too small for an Int32. | System.OverflowException: Value
Executing action CSharp OwnCode.id: <id> action group id: <id> No such table: Table1 | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariab,1,1,Executing action CSharp OwnCode.id: b01ce710-59f9-458b-96f0-6170b6783e8e action group id: 115540e4-9c91-4544-ad13-c37786ce6da7 No such table: Table1 | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariableException: No 
Perform the Touch action id: <id> action group id: <id> HTML element or tab was not found using search settings,1,1,Perform the Touch action id: b5fc7cc1-3c8d-4180-aa49-4d70450e36d7 action group id: 5616fbe4-3fc7-4062-aeaf-8c100606ccf9 HTML element or tab was not found using search settings
Running the WebBrowserSettings action id: <id> action group id: <id> Invalid format. | System.Exception: Invalid format,1,1,"Running the WebBrowserSettings action id: f74c572f-28d6-42ca-bd69-21208ce9830b action group id: 71f329b3-b35b-4709-849d-93feef960230 Invalid format. | System.Exception: Invalid format.
   at ZennoLab.ZennoPoster.Core.Mo"
Выполнение действия CSharp OwnCode: считаю разницу кликов (в неделю). id: <id> группы действий id: <id> [Строка: 19; Cтолбец: 0] max_click н,1,1,Выполнение действия CSharp OwnCode: считаю разницу кликов (в неделю). id: 1410d333-745b-449d-a2e8-3b6e34842dfa группы действий id: 1c6ee887-9d46-40b6-ae8c-aa99ab56e7b6 [Строка: 19; Cтолбец: 0] max_click не парсится в int
Выполнение действия CSharp OwnCode: считаю разницу в рублях. id: <id> группы действий id: <id> Входная строка имела неверный формат. | Syste,1,1,Выполнение действия CSharp OwnCode: считаю разницу в рублях. id: 3294a6da-c301-485c-bd5a-719612fc3965 группы действий id: 1c6ee887-9d46-40b6-ae8c-aa99ab56e7b6 Входная строка имела неверный формат. | System.FormatExceptio
Выполнение действия CSharp OwnCode: паршу данные. id: <id> группы действий id: <id> No such variable: total_clicks | ZennoLab.TemplateManipu,1,1,Выполнение действия CSharp OwnCode: паршу данные. id: 5e969a37-18a2-4808-aba8-6adeccc3ed7f группы действий id: deb3b603-fc05-41a7-9056-a7a458d9e4ef No such variable: total_clicks | ZennoLab.TemplateManipulator.V4.Helpers
Выполнение действия WebBrowserTabManagement id: <id> группы действий id: <id> Не нашли вкладку Почта в инстансе. Инстанс <n>:<n>.0.0.1 | Sys,1,1,Выполнение действия WebBrowserTabManagement id: cc6ac685-1c95-4e21-b1af-dc3e868e01e7 группы действий id: 46192746-2129-4477-b73d-4a24a219d185 Не нашли вкладку Почта в инстансе. Инстанс 50606:127.0.0.1 | System.Exception:
